Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,74.57303619384766,135480400
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,73.84803009033203,146322800
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,74.43647003173828,118387200
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,74.08639526367188,108872000
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,75.27816009521484,132079200
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,76.87713623046875,170108400
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,77.0509262084961,140644800
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,78.69707489013672,121532000
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,77.63440704345703,161954400
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,77.30170440673828,121923600
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,78.27001953125,108829200
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,79.13655090332031,137816400
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,78.60025024414062,110843200
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,78.88082122802734,101832400
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,79.26069641113281,104472000
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,79.03226470947266,146537600
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,76.70829772949219,161940000
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,78.87832641601562,162234000
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,80.52943420410156,216229200
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,80.4127426147461,126743200
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,76.84734344482422,199588400
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,76.63629913330078,173985600
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,79.16633605957031,136616400
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,79.81189727783203,118826800
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,80.74544525146484,105425600
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,79.64789581298828,117684000
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,80.02619171142578,109348800
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,79.54336547851562,94323200
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,81.4323501586914,113730400
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,80.85246276855469,94747600
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,80.87237548828125,80113600
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,79.39155578613281,152531200
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,80.54136657714844,93984000
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,79.715087890625,100566000
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,77.9107437133789,129554000
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,74.20994567871094,222195200
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,71.69629669189453,230673600
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,72.83366394042969,198054800
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,68.07266235351562,320605600
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,68.0328369140625,426884800
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,74.36673736572266,341397200
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,72.00491333007812,319475600
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,75.3448257446289,219178400
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,72.90086364746094,187572800
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,71.9327392578125,226176800
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,66.24342346191406,286744800
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,71.0143814086914,285290000
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,68.54801177978516,255598800
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,61.77857971191406,418474000
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,69.18016052246094,370732000
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,60.28034591674805,322423600
2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,62.930877685546875,324056000
2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,61.39033126831055,300233600
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,60.919952392578125,271857200
2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,57.05241775512695,401693200
2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,55.84038543701172,336752800
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,61.442596435546875,287531200
2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,61.104122161865234,303602000
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,64.31961059570312,252087200
2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,61.6566276550293,204216800
2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,63.41618347167969,167976400
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,63.28676986694336,197002000
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,59.95680618286133,176218400
2020-04-02,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,60.9572868347168,165934000
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,60.081241607666016,32470000
2020-04-06,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,65.32257843017578,50455100
2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,64.56599426269531,50721800
2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,66.21853637695312,42223800
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,66.69637298583984,40529100
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,68.0054702758789,32755700
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,71.43995666503906,48748700
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,70.78790283203125,32788600
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,71.3503646850586,39281300
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,70.38223266601562,53812500
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,68.92132568359375,32503800
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,66.79094696044922,45247900
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,68.71475982666016,29264300
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,68.4484634399414,31203600
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,70.42454528808594,31540300
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,70.47431945800781,117087600
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,69.33197021484375,112004800
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,71.60919952392578,137280800
2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,73.119873046875,183064000
2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,71.94268798828125,240616800
2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,72.9605941772461,133568000
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,74.05564880371094,147751200
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,74.81969451904297,142333600
2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,75.59369659423828,115215200
2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,77.39295959472656,134048000
2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,78.61076354980469,145946400
2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,77.71238708496094,162301200
2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,76.7740707397461,200622400
2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,77.2457275390625,158929200
2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,76.78904724121094,166348400
2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,78.59828186035156,135372400
2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,78.14411163330078,101729600
2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,79.66387176513672,111504800
2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,79.06993865966797,102688800
2020-05-22,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,79.57902526855469,81803200
2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,79.03999328613281,125522000
2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,79.38436889648438,112945200
2020-05-28,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,79.41930389404297,133560800
2020-05-29,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,79.34194946289062,153598000
2020-06-01,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,80.31768798828125,80791200
2020-06-02,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,80.68951416015625,87642800
2020-06-03,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,81.13371276855469,104491200
2020-06-04,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,80.43497467041016,87560400
2020-06-05,80.8375015258789,82.9375,80.80750274658203,82.875,82.72584533691406,137250400
2020-06-08,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,83.21495819091797,95654400
